DATAFLOW,LAST UPDATE,freq,unit,isced97,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,LV,2001,9671.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,LV,2001,10708.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,LV,2001,20379.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,NL,1991,190000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,NL,2001,113683.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,NL,1991,217000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,NL,2001,147547.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,NL,1991,407000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,NL,2001,261230.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,NL,1991,367000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,NL,2001,302285.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,NL,1991,275000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,NL,2001,304843.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,NL,1991,642000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,NL,2001,607128.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,NL,1991,55000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,NL,2001,58774.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,NL,1991,31000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,NL,2001,32914.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,NL,1991,86000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,NL,2001,91688.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,NL,1991,612000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,NL,2001,474742.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,NL,1991,523000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,NL,2001,485304.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,NL,1991,1135000.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,NL,2001,960046.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,NO,1991,16092.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,NO,2001,4330.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,NO,1991,19866.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,NO,2001,5847.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,NO,1991,35958.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,NO,2001,10177.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,NO,1991,116494.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,NO,2001,98524.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,NO,1991,127413.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,NO,2001,114711.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,NO,1991,243907.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,NO,2001,213235.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,NO,1991,26928.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,NO,2001,25672.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,NO,1991,20125.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,NO,2001,13883.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,NO,1991,47053.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,NO,2001,39555.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,NO,1991,159514.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,NO,2001,134447.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,NO,1991,167404.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,NO,2001,138679.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,NO,1991,326918.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,NO,2001,273126.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,NO,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,NO,2001,5921.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,NO,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,NO,2001,4238.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,NO,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,NO,2001,10159.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,PL,2001,107870.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,PL,2001,191402.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,PL,2001,299272.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,PL,2001,1270683.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,PL,2001,1314695.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,PL,2001,2585378.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,PL,2001,134834.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,PL,2001,58171.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,PL,2001,193005.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,PL,2001,1548486.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,PL,2001,1595442.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,PL,2001,3143928.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,PL,2001,35099.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,PL,2001,31174.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,PL,2001,66273.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,PT,1991,232549.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,PT,2001,114803.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,PT,1991,260281.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,PT,2001,165811.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,PT,1991,492830.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,PT,2001,280614.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,PT,1991,77440.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,PT,2001,126960.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,PT,1991,69793.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,PT,2001,129823.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,PT,1991,147233.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,PT,2001,256783.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,PT,1991,68415.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,PT,2001,146158.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,PT,1991,46775.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,PT,2001,101184.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,PT,1991,115190.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,PT,2001,247342.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,PT,1991,378404.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,PT,2001,387921.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,PT,1991,376849.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,PT,2001,396818.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,PT,1991,755253.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,PT,2001,784739.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,PT,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,PT,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,PT,1991,0.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,RO,2001,242433.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,RO,2001,264105.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,RO,2001,506538.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,RO,2001,542465.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,RO,2001,566194.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,RO,2001,1108659.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,RO,2001,42191.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,RO,2001,29321.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,RO,2001,71512.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,RO,2001,827673.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,RO,2001,860265.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,RO,2001,1687938.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,RO,2001,584.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,RO,2001,645.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,RO,2001,1229.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,SE,2001,30629.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,SE,2001,39704.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,SE,2001,70333.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,SE,2001,181375.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,SE,2001,194059.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,SE,2001,375434.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,SE,2001,34892.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,SE,2001,22919.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,SE,2001,57811.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,SE,2001,253431.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,SE,2001,263199.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,SE,2001,516630.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,SE,2001,6535.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,SE,2001,6517.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,SE,2001,13052.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,SI,2001,5497.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,SI,2001,9985.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,SI,2001,15482.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,SI,2001,63251.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,SI,2001,64415.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,SI,2001,127666.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,SI,2001,2462.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,SI,2001,1398.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,SI,2001,3860.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,SI,2001,71210.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,SI,2001,75798.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,SI,2001,147008.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,SK,2001,62220.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,SK,2001,94959.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,SK,2001,157179.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,SK,2001,146872.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,SK,2001,126289.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,SK,2001,273161.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,SK,2001,12278.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,SK,2001,9146.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,SK,2001,21424.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,SK,2001,224132.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,SK,2001,233195.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,SK,2001,457327.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,SK,2001,2762.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,SK,2001,2801.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,SK,2001,5563.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,TR,2001,1800211.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,TR,2001,1688312.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,TR,2001,3488523.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,TR,2001,894040.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,TR,2001,1340185.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,TR,2001,2234225.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,TR,2001,241874.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,TR,2001,265909.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,TR,2001,507783.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,TR,2001,2938097.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,TR,2001,3294980.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,TR,2001,6233077.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,TR,2001,1972.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,TR,2001,574.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,TR,2001,2546.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y20-24,UK,2001,833903.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y20-24,UK,2001,899407.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y20-24,UK,2001,1733310.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y20-24,UK,2001,526029.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y20-24,UK,2001,489785.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y20-24,UK,2001,1015814.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y20-24,UK,2001,392888.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y20-24,UK,2001,338385.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y20-24,UK,2001,731273.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y20-24,UK,2001,1780727.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y20-24,UK,2001,1765257.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y20-24,UK,2001,3545984.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,F,Y20-24,UK,2001,27907.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,M,Y20-24,UK,2001,37680.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,UNK,T,Y20-24,UK,2001,65587.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y25-29,AT,1991,91269.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y25-29,AT,2001,55222.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y25-29,AT,1991,66296.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y25-29,AT,2001,38905.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y25-29,AT,1991,157565.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y25-29,AT,2001,94127.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y25-29,AT,1991,220200.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y25-29,AT,2001,176261.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y25-29,AT,1991,270286.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y25-29,AT,2001,193455.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y25-29,AT,1991,490486.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y25-29,AT,2001,369716.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y25-29,AT,1991,28214.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y25-29,AT,2001,39369.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y25-29,AT,1991,22514.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y25-29,AT,2001,35819.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y25-29,AT,1991,50728.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y25-29,AT,2001,75188.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y25-29,AT,1991,339683.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y25-29,AT,2001,270852.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y25-29,AT,1991,359096.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y25-29,AT,2001,268179.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y25-29,AT,1991,698779.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,T,Y25-29,AT,2001,539031.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,F,Y25-29,BG,2001,56533.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,M,Y25-29,BG,2001,67918.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED0-2,T,Y25-29,BG,2001,124451.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,F,Y25-29,BG,2001,132942.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,M,Y25-29,BG,2001,175173.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED3_4,T,Y25-29,BG,2001,308115.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,F,Y25-29,BG,2001,85938.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,M,Y25-29,BG,2001,44132.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,ED5_6,T,Y25-29,BG,2001,130070.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,F,Y25-29,BG,2001,276404.00,
ESTAT:CENS_HNELEV(1.0),25/04/14 11:00:00,A,PER,TOTAL,M,Y25-29,BG,2001,288245.00,
